vendorProject,product,cwe_primary,year_added,month_added,ransomware_known,cluster,pc1,pc2
Microsoft,Internet Explorer,CWE-264,2022,5,0.0,1,-0.045790082217926964,-0.7641690748482657
Microsoft,Internet Explorer,CWE-200,2022,5,0.0,1,-0.04200881642625154,-0.750288951719418
TIBCO,JasperReports,CWE-22,2022,12,0.0,2,-1.408887998497606,0.7730110089486422
Sitecore,CMS and Experience Platform (XP),CWE-502,2025,3,0.0,0,1.9781854060053607,0.5633248378925801
Apple,Multiple Products,CWE-416,2023,4,0.0,1,0.6831048957881817,-0.2912043220260988
Apple,Multiple Products,CWE-787,2024,3,0.0,0,1.393794211610674,0.0337463251528064
Langflow,Langflow,CWE-306,2025,5,0.0,0,1.570878996544688,0.9547482254133326
Microsoft,Internet Explorer,CWE-416,2021,11,0.0,2,-1.759230269951669,-0.08951959473761073
Apple,Multiple Products,CWE-843,2021,11,0.0,2,-1.7498053505257598,0.05148188060038705
Adobe,Acrobat and Reader,,2022,6,0.0,1,-0.26592627242154787,-0.5416285371129556
Nagios,Nagios XI,CWE-78,2022,1,0.0,1,0.7700345826981227,-1.4093752185206903
GIGABYTE,Multiple Products,CWE-749,2022,10,0.0,2,-1.0134365894313733,0.3777674953532682
Microsoft,Windows,,2022,3,0.0,1,0.3120336553445815,-1.2194570881793012
Sonatype,Nexus Repository Manager,,2021,12,0.0,2,-1.980386680919478,0.15845848612493696
Cisco,IOS XR,CWE-134,2021,11,0.0,2,-1.732500609704319,0.004386539607940776
Cisco,IOS and IOS XE,CWE-787,2023,10,0.0,2,-0.49142935961397616,0.8456391883452327
Microsoft,Windows,CWE-73,2025,6,0.0,0,1.3715579167559073,1.0095857381576994
EyesOfNetwork,EyesOfNetwork,CWE-798,2021,11,0.0,2,-1.737387702544849,0.04513619692662929
Apple,Multiple Products,CWE-787,2022,6,0.0,1,-0.26035913549822864,-0.4145052263654054
Cisco,IOS Software,CWE-399,2022,3,0.0,1,0.37622592044184144,-1.0618575726200947
Microsoft,Remote Desktop Services,CWE-416,2021,11,0.0,2,-1.7558490188709595,-0.07147962753955717
Oracle,Java SE JDK and JRE,,2022,3,0.0,1,0.32095896604728397,-1.105436598369156
Atlassian,Confluence Server,CWE-425,2022,3,0.0,1,0.36659737955185817,-1.0135914729829172
Microsoft,Windows,CWE-416,2025,5,0.0,0,1.5603026113060248,0.8030671880802327
DrayTek,Multiple Vigor Routers,CWE-78,2024,9,0.0,0,0.2643810322467288,1.2146086892520684
FXC,"AE1021, AE1021PE",CWE-78,2023,12,0.0,2,-0.8575408743364809,1.2821097721067545
Microsoft,Windows ,CWE-367,2024,10,0.0,0,0.04711454223792089,1.3007532866702682
Trend Micro,Apex One,CWE-78,2025,8,0.0,0,0.9876885897967418,1.534065656031431
Cisco,Cisco IP Phones,CWE-20,2021,11,0.0,2,-1.7778102638290276,-0.07215774148571807
VMware,vCenter Server,CWE-276,2024,7,0.0,0,0.6463888795661012,0.8198855966648545
Apache,HTTP Server,CWE-22,2021,11,0.0,2,-1.7478887326652486,0.04924914162610938
Microsoft,DirectX Graphics Kernel (DXGKRNL),CWE-404,2022,3,0.0,1,0.3548917211989137,-1.1253831320438183
Microsoft,SMBv1,CWE-20,2022,2,0.0,1,0.501938542678593,-1.3966483666393614
Microsoft,Windows,CWE-863,2022,11,0.0,2,-1.2076511468113382,0.4390173718605669
Primetek,Primefaces Application,CWE-326,2022,1,0.0,1,0.760906595948935,-1.4105549702740898
WatchGuard,Firebox and XTM Appliances,CWE-122,2022,3,0.0,1,0.3655497716030657,-1.0109860313675982
Microsoft,Windows,CWE-122,2024,12,0.0,0,-0.3453307603607184,1.6711587671923314
Fortra,GoAnywhere MFT,CWE-502,2025,9,0.0,0,0.7987968218429501,1.740803300101555
Ivanti,Sentry,CWE-863,2023,8,0.0,0,-0.06577634064454665,0.5080566050479832
VMware,ESXi,CWE-123,2025,3,0.0,0,1.9676186071329513,0.5446277313999854
Synacor,Zimbra Collaboration Suite (ZCS),CWE-284,2024,10,0.0,0,0.06578488174130015,1.4089609888834151
Apache,Kylin,CWE-78,2022,3,0.0,1,0.3734968928153063,-1.015562511753854
Oracle,Fusion Middleware,CWE-601,2022,3,0.0,1,0.3664570669411235,-1.0263797051250598
TerraMaster,TerraMaster OS,CWE-306,2023,2,0.0,1,1.0936843752334908,-0.675937254445904
Google,Chromium V8,CWE-787,2024,5,0.0,0,0.9956047868111526,0.41990742287192445
Cisco,"IOS, XR, and XE Software",CWE-119,2022,3,0.0,1,0.3761694748410455,-1.1032658080028552
Craft CMS,Craft CMS,CWE-94,2025,6,0.0,0,1.3935824355422657,1.1211862960324295
Apache,Spark,CWE-78,2023,3,0.0,1,0.9064942618009906,-0.496110151507142
Apache,Log4j2,CWE-917,2023,5,0.0,1,0.5020733881291632,-0.10730692462800132
VMware,ESXi,CWE-416,2021,11,0.0,2,-1.7389412295640327,0.03404842564561039
Apple,"iOS, iPadOS, and macOS",CWE-1173,2021,11,0.0,2,-1.7516477781941613,0.04082866957758513
Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-22,2021,11,0.0,2,-1.7470315015160884,0.059032618874868104
Microsoft,Windows,CWE-59,2022,3,0.0,1,0.36228443552389245,-1.1464097919175997
VMware,Aria Operations for Networks,CWE-77,2023,6,0.0,1,0.3184903290020591,0.10081358391758037
Microsoft,Internet Explorer,CWE-416,2022,3,0.0,1,0.3434482606508378,-1.1429978403982837
Zoho,ManageEngine,CWE-502,2021,11,0.0,2,-1.7349940424847206,0.05551340111308445
Apple,"iOS, iPadOS, and macOS",CWE-20,2022,9,0.0,2,-0.8718686146069186,0.08739022936958007
NETGEAR,DGN2200 Devices,CWE-78,2022,3,0.0,1,0.37660052135307825,-1.0144910059127783
MongoDB,mongo-express,,2021,12,0.0,2,-1.9794381077772294,0.15841972753442968
Audinate,Dante Discovery,CWE-114,2025,2,0.0,0,2.1668814345533614,0.3486086717222474
Google,Chromium V8,,2022,6,0.0,1,-0.2904323355931536,-0.49654362487924236
Synacor,Zimbra Collaboration Suite (ZCS),CWE-79,2025,2,0.0,0,2.1733258222198537,0.35978554110231986
North Grid,Proself,CWE-611,2024,12,0.0,0,-0.3322022563851573,1.8014071594915293
Adobe,Acrobat and Reader,CWE-119,2022,6,0.0,1,-0.2160033842088076,-0.5172249189514858
Ivanti,Cloud Services Appliance,CWE-78,2024,9,0.0,0,0.2758444999009455,1.2218438314674906
Exim,Exim,CWE-264,2022,3,0.0,1,0.36706450033570487,-1.040033233788867
Juniper,Junos OS,CWE-306,2023,11,0.0,2,-0.6745271543609003,1.1058479656574816
Microsoft,Internet Information Services (IIS),CWE-119,2021,11,0.0,2,-1.7485629538455576,-0.1196648437237704
Novi Survey,Novi Survey,CWE-94,2023,4,0.0,1,0.7160410617172261,-0.31538502178332883
Acclaim Systems,USAHERDS,CWE-798,2024,12,0.0,0,-0.33208855504857493,1.8018317404485704
Apple,iOS,CWE-119,2022,5,0.0,1,-0.03740905973763059,-0.6765361668771275
ServiceNow,"Utah, Vancouver, and Washington DC Now Platform",CWE-1287,2024,7,0.0,0,0.651173779081756,0.8153089593886098
NETGEAR,Multiple Devices,CWE-119,2022,6,0.0,1,-0.21630527435537084,-0.482562583188628
Microsoft,Windows,CWE-285,2021,11,0.0,2,-1.7436477590633759,-0.0891667223972612
Microsoft,Internet Explorer,CWE-264,2022,5,0.0,1,-0.045790082217926964,-0.7641690748482657
D-Link,DCS-930L Devices,CWE-78,2022,3,0.0,1,0.3816262826550538,-1.0075902341491707
Veeam,Backup & Replication,CWE-306,2022,12,0.0,2,-1.4057718148085212,0.7785890435041762
Adobe,Flash Player,CWE-416,2022,4,0.0,1,0.17429298793953496,-0.8784032945051036
Siemens,SIMATIC CP,CWE-20,2022,3,0.0,1,0.3219943112786703,-1.0939993662847194
Microsoft,Windows COM+ Event System Service,CWE-843,2022,10,0.0,2,-1.0202659911465355,0.2559552259679424
Apache,Solr,CWE-94,2021,12,0.0,2,-1.925731094963836,0.21365847584551545
Microsoft,Windows,CWE-264,2022,5,0.0,1,-0.034563895178038706,-0.7680853950668458
ScienceLogic,SL1,,2024,10,0.0,0,0.013346986532609906,1.3244049073835718
Microsoft,Edge and Internet Explorer,CWE-787,2021,11,0.0,2,-1.7739313184806993,-0.06999858292357297
Fortinet,FortiWeb,CWE-89,2025,7,0.0,0,1.1843664546553767,1.3423651886819064
Microsoft,Internet Explorer,CWE-416,2021,11,0.0,2,-1.759230269951669,-0.08951959473761073
Alcatel,OmniPCX Enterprise,CWE-20,2022,4,0.0,1,0.12553382476435593,-0.8970696678324559
Google,Chromium WebRTC,CWE-787,2024,1,0.0,0,1.7891004952301808,-0.3697901851384857
Apache,Log4j2,CWE-20,2021,12,0.0,2,-1.9816984602056398,0.1518461699483793
Symantec,Symantec Messaging Gateway,CWE-20,2021,11,0.0,2,-1.7829776212629147,-0.03850997091783437
SAP,NetWeaver,CWE-23,2022,6,0.0,1,-0.2262080502545732,-0.4222897348831632
Adobe,ColdFusion,CWE-502,2021,11,0.0,2,-1.720629418795161,0.018012381833509283
Samsung,Mobile Devices,CWE-20,2023,6,0.0,1,0.2653793532459841,0.026717502617893588
Microsoft,Internet Explorer,CWE-119,2022,3,0.0,1,0.3507303565174335,-1.1911371497992511
VMware,ESXi,CWE-305,2024,7,0.0,0,0.6501760482290575,0.8128549625715653
Adobe,Flash Player,CWE-416,2022,3,0.0,1,0.37053942748538965,-1.0749577593389157
InduSoft,Web Studio,CWE-22,2022,4,0.0,1,0.16433257474312585,-0.8039023010230228
WordPress,Snap Creek Duplicator Plugin,CWE-22,2021,11,0.0,2,-1.746071648593508,0.05474018286388138
SolarWinds,Web Help Desk,CWE-798,2024,10,0.0,0,0.059215990549337794,1.4094095649861706
Srimax,Output Messenger,CWE-22,2025,5,0.0,0,1.5677362095100218,0.9528719741829099
FreeType,FreeType,CWE-787,2025,5,0.0,0,1.5533407016405545,0.9349385263196925
Rails,Ruby on Rails,CWE-22,2022,3,0.0,1,0.36247064909564386,-1.00017769811086
Linux,Kernel,CWE-787,2025,4,0.0,0,1.7594206300346549,0.7509263836159661
Microsoft,Win32k,,2021,11,0.0,2,-1.8035769143512557,-0.16062605715864264
Microsoft,Windows,CWE-497,2021,11,0.0,2,-1.7442658994871123,-0.08685239978203696
Microsoft,Windows,,2021,11,0.0,2,-1.7906448752579252,-0.16597884251862838
Sitecore,Multiple Products,CWE-502,2025,9,0.0,0,0.7936531055656658,1.7546802204307015
Trihedral,VTScada (formerly VTS),CWE-119,2022,4,0.0,1,0.17551116415714818,-0.8726194625259177
SolarView,Compact,CWE-78,2023,7,0.0,0,0.12476155823509111,0.29746127984543674
Oracle,Java Runtime Environment (JRE),,2022,5,0.0,1,-0.07184029862654778,-0.713939710364046
ImageMagick,ImageMagick,CWE-20,2021,11,0.0,2,-1.7846480531506859,-0.0362733922446562
Micro Focus,Operation Bridge Reporter (OBR),CWE-20,2021,11,0.0,2,-1.783950503106282,-0.038546764960976754
Roundcube,Webmail,CWE-79,2025,6,0.0,0,1.386420461274575,1.1470872532739107
Microsoft,Win32k,CWE-264,2023,6,0.0,1,0.28896464041844544,-0.047220671863223915
Apple,iOS and macOS,,2021,11,0.0,2,-1.7951071028623953,-0.04055033865340785
TP-Link,Multiple Archer Devices,CWE-22,2022,3,0.0,1,0.36313244416634183,-0.9948499509307184
Microsoft,Internet Explorer,CWE-399,2022,3,0.0,1,0.3503768363145017,-1.1477845323610751
Microsoft,Windows,CWE-416,2022,3,0.0,1,0.35467444769072604,-1.1469141606168638
Microsoft,Windows,,2022,5,0.0,1,-0.08045922374712783,-0.826348158511677
Adobe,Flash Player,CWE-416,2022,4,0.0,1,0.17429298793953496,-0.8784032945051036
GitLab,Community and Enterprise Editions,CWE-20,2021,11,0.0,2,-1.7824094211129249,-0.03810885998294966
Microsoft,Windows,,2022,4,0.0,1,0.1157872157987268,-1.022902623345489
Microsoft,Task Scheduler,CWE-59,2022,3,0.0,1,0.35558972337547085,-1.1254576392891247
SAP,Commerce Cloud,CWE-502,2024,9,0.0,0,0.25979137110045936,1.2243309925289498
Microsoft,Windows,CWE-59,2022,5,0.0,1,-0.03020844356781688,-0.7533008622499753
Zyxel,DSL CPE Devices,CWE-78,2025,2,0.0,0,2.1757034743479955,0.3549545751989538
Linux,Kernel,CWE-908,2025,3,0.0,0,1.9803758587468865,0.5592397105427769
Palo Alto Networks,PAN-OS,CWE-940,2022,8,0.0,2,-0.6075560748263908,-0.01880259703171744
SysAid,SysAid On-Prem,CWE-611,2025,7,0.0,0,1.1843111227435383,1.3403128179058228
Adobe,Experience Manager (AEM) Forms,,2025,10,0.0,0,0.5505242366233356,1.8068640105471454
D-Link,DCS-2530L and DCS-2670L Devices,CWE-77,2025,8,0.0,0,0.9978356293460435,1.5376240561053582
Palo Alto Networks,Expedition,CWE-78,2024,11,0.0,0,-0.12546132324260273,1.614583810113941
Microsoft,Open Management Infrastructure (OMI),CWE-1390,2021,11,0.0,2,-1.7559931514784444,-0.06526905156921936
Microsoft,Windows,CWE-122,2025,3,0.0,0,1.953594209787643,0.42112605669784586
Zyxel,Multiple Products,CWE-522,2021,11,0.0,2,-1.7393843349080704,0.05624923321340014
Microsoft,Windows,CWE-20,2022,9,0.0,2,-0.8654449819305465,-0.04013029917642824
Apple,"iOS, iPadOS, and macOS",CWE-787,2025,8,0.0,0,0.9468755220330571,1.5227987501305709
Microsoft,Windows,CWE-787,2022,11,0.0,2,-1.233561206635143,0.42806919705652663
QNAP,Photo Station,CWE-610,2022,9,0.0,2,-0.8110744236462766,0.16130533924562518
Microsoft,HTTP Protocol Stack,CWE-416,2022,4,0.0,1,0.15162218298932695,-0.9292205863907719
Linux,Kernel,CWE-362,2023,5,0.0,1,0.5186543408719273,-0.0884683251796915
Microsoft,Office,CWE-863,2023,2,0.0,1,1.0800801326483715,-0.8043746190815171
PTZOptics,PT30X-SDI/NDI Cameras,CWE-287,2024,11,0.0,0,-0.12897600801396147,1.6117274172476415
Trend Micro,Apex One and OfficeScan,,2021,11,0.0,2,-1.7896275456071833,-0.03726736863824931
SAP,NetWeaver,CWE-434,2025,4,0.0,0,1.7656882107696268,0.7435319696293128
Microsoft,".NET Framework, SharePoint, Visual Studio",,2021,11,0.0,2,-1.7985130528085715,-0.1440917332507201
Oracle,Agile Product Lifecycle Management (PLM),CWE-863,2024,11,0.0,0,-0.13237678569621703,1.5938610343153043
Adobe,Reader and Acrobat,CWE-119,2022,3,0.0,1,0.3769438664899032,-1.109396574020109
Apple,iOS and iPadOS,CWE-863,2025,2,0.0,0,2.153734484977309,0.3549152684189121
D-Link,DSL-2760U,CWE-79,2022,3,0.0,1,0.3783924523755916,-1.0065750189442468
Meta Platforms,WhatsApp,CWE-863,2025,9,0.0,0,0.7936029464131861,1.730906676792034
D-Link,Multiple Routers,CWE-78,2022,4,0.0,1,0.18644367041881144,-0.8098681290553194
Microsoft,Office,CWE-294,2023,3,0.0,1,0.8813562841890634,-0.6152358486844132
Microsoft,Windows,,2025,10,0.0,0,0.536429621230607,1.713296584686856
RARLAB,WinRAR,CWE-36,2022,2,0.0,1,0.5711258487784141,-1.2067527085831686
Adobe,Flash Player,CWE-264,2022,5,0.0,1,-0.018698915383375037,-0.6961289937888979
Jenkins,Jenkins User Interface (UI),CWE-200,2023,5,0.0,1,0.5131969654154431,-0.10822891208370986
Microsoft,Windows,CWE-843,2025,5,0.0,0,1.5665314702844049,0.807787082889682
Google,Chromium V8,CWE-122,2021,11,0.0,2,-1.7609320358220426,0.05098195212766887
Microsoft,SharePoint,CWE-502,2025,7,0.0,0,1.1727207253139782,1.245796827764441
Hikvision,Security cameras web server,CWE-78,2022,1,0.0,1,0.7702364368939072,-1.4040651031193678
Linux,Kernel,CWE-269,2022,5,0.0,1,-0.01238060780494954,-0.604969004620969
SimpleHelp ,SimpleHelp,CWE-22,2025,2,0.0,0,2.157117669052965,0.3620828788261192
Apple,Multiple Products,CWE-787,2022,6,0.0,1,-0.26035913549822864,-0.4145052263654054
rConfig,rConfig,CWE-78,2021,11,0.0,2,-1.7276564686763065,0.04528368915204428
Microsoft,Exchange Server,CWE-287,2024,2,0.0,0,1.6176639119356933,-0.27223678719686883
Microsoft,Windows,CWE-20,2024,5,0.0,0,0.9849548047242107,0.21156678750797125
Nostromo,nhttpd,CWE-22,2024,11,0.0,0,-0.14431475000293448,1.614501972645268
Citrix,NetScaler ADC and NetScaler Gateway,CWE-94,2024,1,0.0,0,1.8375853856122002,-0.38082502863584267
VMware,Multiple Products,CWE-250,2022,4,0.0,1,0.16681734060105485,-0.8036749041864244
D-Link,DCS-2530L and DCS-2670L Devices,,2025,8,0.0,0,0.9441042421695038,1.4522289133156208
Arm,Mali Graphics Processing Unit (GPU),CWE-787,2021,11,0.0,2,-1.7583849278108465,0.036215430560974426
Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways",CWE-121,2025,1,0.0,0,2.376471702982366,0.1625229381579114
Cisco,IOS Software,CWE-399,2022,3,0.0,1,0.37622592044184144,-1.0618575726200947
Microsoft,Windows,CWE-863,2023,3,0.0,1,0.8950273837911684,-0.6144608738001062
D-Link,Multiple Routers,CWE-78,2022,9,0.0,2,-0.7947885273104619,0.17290419511374144
Apple,Multiple Products,,2025,4,0.0,0,1.705878131913376,0.6741676964311121
Ivanti,Endpoint Manager (EPM),CWE-36,2025,3,0.0,0,1.9858659387202566,0.5598104120685494
Cisco,IOS and IOS XE Software,CWE-20,2022,3,0.0,1,0.32879923292685537,-1.1397726798798784
Cisco,IOS and IOS XE Software,CWE-399,2022,3,0.0,1,0.37836860093666386,-1.0720164442802322
Adobe,Flash Player,,2022,4,0.0,1,0.13165219559339048,-0.9509462220675411
Rails,Ruby on Rails,CWE-22,2025,7,0.0,0,1.1756059336192335,1.3429125802538608
Adobe,ColdFusion,CWE-284,2023,3,0.0,1,0.9084505189062337,-0.531660247159192
Apache,Struts 2,CWE-20,2022,1,0.0,1,0.7109127027061285,-1.4927600701801715
Citrix,SD-WAN and NetScaler,CWE-78,2022,3,0.0,1,0.37637566097480285,-1.0058292200551364
Microsoft,Windows,,2025,10,0.0,0,0.536429621230607,1.713296584686856
Gladinet,CentreStack,CWE-321,2025,4,0.0,0,1.7737460641720384,0.742844377785105
Microsoft,Windows CNG Key Isolation Service,CWE-591,2023,10,0.0,2,-0.4888346329908085,0.778939730830324
Samsung,Mobile Devices,CWE-703,2023,9,0.0,2,-0.27618123828678987,0.696253412283061
Sophos,SG UTM,CWE-78,2022,3,0.0,1,0.3781391375838644,-1.0092829923028228
OpenSSL,OpenSSL,CWE-125,2022,5,0.0,1,-0.0191398957845913,-0.6178564677798992
Microsoft,Windows,CWE-264,2022,5,0.0,1,-0.034563895178038706,-0.7680853950668458
Cisco,Prime Data Center Network Manager (DCNM),CWE-22,2022,3,0.0,1,0.36479194523462005,-1.0335620826468663
Android,Android OS,CWE-189,2022,9,0.0,2,-0.8091965820723324,0.16951617846283068
Microsoft,Windows,CWE-426,2022,7,0.0,1,-0.4258549117159408,-0.35436765044842583
Veritas,Backup Exec Agent,CWE-287,2023,4,0.0,1,0.7146578560983607,-0.290909544236185
Apple,Multiple Products,CWE-787,2021,11,0.0,2,-1.7742983474631715,0.04930962479383105
Google,Chromium Mojo,CWE-20,2022,9,0.0,2,-0.8710733492496581,0.09052450183945276
D-Link,DIR-859 Router,CWE-22,2025,6,0.0,0,1.3752226371498604,1.1504557210753021
IBM,InfoSphere BigInsights,CWE-264,2022,5,0.0,1,-0.02777509799987249,-0.6437037073456717
Samsung,Mobile Devices,CWE-416,2022,11,0.0,2,-1.205919066372814,0.5630752813395676
Adobe,Flash Player,CWE-119,2022,3,0.0,1,0.37782152335198543,-1.1230970687398834
phpMyAdmin,phpMyAdmin,CWE-94,2022,3,0.0,1,0.3792135078044705,-1.0322629124868155
Arcserve,Unified Data Protection (UDP),CWE-22,2022,3,0.0,1,0.36079306125744026,-1.0008319994752863
Trend Micro,"Apex One, OfficeScan and Worry-Free Business Security Agents",CWE-74,2021,11,0.0,2,-1.7393965249620011,0.04132893519047931
Apache,HugeGraph-Server,CWE-284,2024,9,0.0,0,0.2532723121692898,1.2005019392604352
Oracle,Java SE,,2022,3,0.0,1,0.3220120522540247,-1.1117979836271636
Android,Framework,CWE-295,2023,4,0.0,1,0.7064102922387498,-0.2908382772055804
Palo Alto Networks,PAN-OS,CWE-20,2024,4,0.0,0,1.1958455039223455,0.15370321517878843
IETF,Service Location Protocol (SLP),,2023,11,0.0,2,-0.7166606382675174,1.0022317716623075
D-Link,DNS-320 Device,CWE-78,2021,11,0.0,2,-1.7221983239016045,0.04689262743031952
Cisco,IOS and IOS XE,CWE-20,2022,3,0.0,1,0.32521204858422426,-1.1242901050666072
Microsoft,Windows,CWE-119,2022,5,0.0,1,-0.03053633553438756,-0.8019445403502071
Fortinet,FortiOS,CWE-197,2022,12,0.0,2,-1.3983752658289827,0.7637842666544086
Google,Chrome for Android UI,CWE-787,2021,11,0.0,2,-1.7734256586905897,0.039271761404131134
Arm,Trusted Firmware,CWE-787,2021,11,0.0,2,-1.7588602487771297,0.03719644601144345
Edimax,IC-7100 IP Camera,CWE-78,2025,3,0.0,0,1.977179585146489,0.5496388705388286
Juniper,Junos OS,CWE-306,2023,11,0.0,2,-0.6745271543609003,1.1058479656574816
Microsoft,Internet Explorer,CWE-416,2022,1,0.0,1,0.7359411397425472,-1.5361067700659081
Microsoft,Windows,CWE-122,2023,11,0.0,2,-0.6817913350505329,0.9556468293486948
Ivanti,Endpoint Manager Cloud Service Appliance (EPM CSA),CWE-94,2024,3,0.0,0,1.4558619374869162,0.019356242729685502
Adobe,Flash Player,CWE-399,2024,9,0.0,0,0.2654033943452643,1.137497283720814
Ivanti,Endpoint Manager Mobile (EPMM),CWE-288,2025,5,0.0,0,1.5900883742959473,0.9555880602002811
Microsoft,Windows,,2022,3,0.0,1,0.3120336553445815,-1.2194570881793012
Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),CWE-79,2021,11,0.0,2,-1.7244328099297284,0.013954335762332959
Roundcube,Roundcube Webmail,CWE-89,2023,6,0.0,1,0.31342547668735093,0.10587618564799324
VMware,VMware ESXi and Horizon DaaS,CWE-787,2021,11,0.0,2,-1.7586421651966657,0.035303974276989614
Apache,HTTP Server,CWE-116,2025,5,0.0,0,1.5698458491940652,0.9328603343953674
Microsoft,Win32k,CWE-404,2022,3,0.0,1,0.34846144428209375,-1.139910407172965
Plex,Media Server,CWE-502,2023,3,0.0,1,0.9088126817945188,-0.4783715593323595
Microsoft,Windows,,2025,10,0.0,0,0.536429621230607,1.713296584686856
MikroTik,RouterOS,CWE-119,2022,9,0.0,2,-0.8089088957019377,0.11250973426747174
Google,Pixel,CWE-787,2022,4,0.0,1,0.13664883670596256,-0.8174235379081333
Cisco,IOS and IOS XE Software,CWE-119,2022,3,0.0,1,0.37872212113959564,-1.1153690617184084
Red Hat,JBoss,CWE-264,2022,5,0.0,1,-0.027143438663548125,-0.6424624203721456
Microsoft,Windows,CWE-59,2022,3,0.0,1,0.36228443552389245,-1.1464097919175997
Citrix,SD-WAN and NetScaler,CWE-89,2022,3,0.0,1,0.36788240852755594,-1.004719483304291
Adobe,Flash Player,CWE-119,2022,5,0.0,1,-0.01467135573972389,-0.7299881390722591
Microsoft,Internet Explorer,CWE-119,2022,4,0.0,1,0.15448391697157882,-0.9945826849654391
Microsoft,Office,CWE-94,2022,6,0.0,1,-0.2307424987088949,-0.5615341545362181
Google,Chromium V8,CWE-843,2021,11,0.0,2,-1.7555018962335718,0.04453404865188082
Cisco,IOS software,CWE-119,2022,3,0.0,1,0.37690960682181496,-1.1074814155521935
Microsoft,Internet Explorer,CWE-843,2022,2,0.0,1,0.5459235591750726,-1.3348324104226466
Android,Runtime,,2025,9,0.0,0,0.7436755102157274,1.6501954026598695
Microsoft,Word,CWE-119,2022,2,0.0,1,0.5515219077988165,-1.3719256222543574
Progress,Kemp LoadMaster,CWE-78,2024,11,0.0,0,-0.12809622150199085,1.6084902470788593
Hewlett Packard (HP),"ProCurve Manager (PCM), PCM+, Identity Driven Manager (IDM), and Application Lifecycle Management",CWE-94,2022,3,0.0,1,0.379389221040459,-1.0333081074302852
Zoho,ManageEngine,CWE-434,2021,11,0.0,2,-1.741591389968285,0.03861951800785646
Adobe,ColdFusion,CWE-502,2025,2,0.0,0,2.1764165940602087,0.3248520903684964
Roundcube,Webmail,CWE-79,2024,2,0.0,0,1.638699205222324,-0.15808807907116218
Cisco,IOS XR,CWE-20,2022,3,0.0,1,0.3233439559599739,-1.1283286521841263
Dahua,IP Camera Firmware,CWE-287,2024,8,0.0,0,0.4610478558973519,1.019815052135352
Microsoft,Windows,CWE-119,2021,11,0.0,2,-1.7407219870451849,-0.14157522435715864
Microsoft,Office,CWE-787,2021,11,0.0,2,-1.7774619115594639,-0.08424755640089632
Microsoft,Windows,CWE-269,2024,6,0.0,0,0.8356512639787276,0.4876343848658393
Google,Chromium V8,CWE-787,2022,6,0.0,1,-0.26605568120604073,-0.4214530583139116
SAP,NetWeaver,CWE-611,2021,11,0.0,2,-1.7384194655926084,0.04796434318937293
Google,Chromium libvpx,CWE-787,2023,10,0.0,2,-0.5110775160228491,0.88143457916928
Progress,ASP.NET AJAX and Sitefinity,CWE-522,2021,11,0.0,2,-1.737867134311982,0.04583781390614883
Cisco,RV Series Routers,CWE-502,2022,6,0.0,1,-0.20954471825607024,-0.4408265222470652
Apache,Struts 1,CWE-20,2022,2,0.0,1,0.5149469376930156,-1.297442870226391
Adobe,ColdFusion,CWE-284,2023,7,0.0,1,0.12346476072281504,0.2545576121760566
Sophos,Web Appliance,CWE-77,2023,11,0.0,2,-0.6612210567554572,1.0858674139921367
Microsoft,Hyper-V RemoteFX,CWE-20,2021,11,0.0,2,-1.7985130528085715,-0.1440917332507201
Google,Chromium V8,CWE-122,2021,11,0.0,2,-1.7609320358220426,0.05098195212766887
Samsung,Mobile Devices,CWE-532,2023,5,0.0,1,0.5103000504848907,-0.09031660125674809
DrayTek,VigorConnect,CWE-22,2024,9,0.0,0,0.24894421589445137,1.2250932412352697
Cisco,IOS and IOS XE Software,CWE-119,2022,3,0.0,1,0.37872212113959564,-1.1153690617184084
Cisco,IOS software,CWE-20,2022,3,0.0,1,0.3269867186090747,-1.1318850337136634
Dassault Systèmes,DELMIA Apriso,CWE-502,2025,9,0.0,0,0.796625843562773,1.743103015883668
TP-Link,Multiple Routers,CWE-77,2025,6,0.0,0,1.3885629793109993,1.1452466641352606
Adobe,ColdFusion,CWE-284,2023,7,0.0,1,0.12346476072281504,0.2545576121760566
Laravel,Laravel Framework,CWE-502,2024,1,0.0,0,1.834845830020761,-0.3517031827290342
Apple,Multiple Products,CWE-787,2022,5,0.0,1,-0.06411269595237395,-0.6110596911992175
Cisco,Adaptive Security Appliance (ASA),CWE-79,2024,11,0.0,0,-0.1277473556373181,1.5695676864134218
Linux,Kernel,CWE-415,2022,4,0.0,1,0.18327774976348338,-0.8029842785380051
Google,Chromium V8,CWE-787,2021,11,0.0,2,-1.7799948931709835,0.04236179284532482
Mitel,SIP Phones,CWE-88,2025,2,0.0,0,2.1707278518460216,0.34614345826294346
Atlassian,Confluence Server and Data Center,CWE-22,2021,11,0.0,2,-1.74813287378045,0.055364028543144594
Adobe,Flash Player,CWE-843,2022,3,0.0,1,0.3767682864637697,-1.0702378645294663
Apple,iOS,CWE-264,2022,5,0.0,1,-0.04143661938128168,-0.6426770215937662
Samsung,Mobile Devices,CWE-787,2025,10,0.0,0,0.5701842779210171,1.9259408745381212
Tenda,AC11 Router,CWE-787,2021,11,0.0,2,-1.7604608185852997,0.03681054666860906
